,0,1,2,3,4,5,6,7
93,,,,,,,,
94,Zb Financial Holdings Limited,Zb Financial Holdings Limited,Zb Financial Holdings Limited,,,112.95,112.95,0.0
95,,,,,,,,
96,Zeco Holdings Limited,Zeco Holdings Limited,Zeco Holdings Limited,,,0.0331,0.0331,0.0
97,,,,,,,,
98,Zimbabwe Newspapers (1980) Limited,Zimbabwe Newspapers (1980) Limited,Zimbabwe Newspapers (1980) Limited,Zimbabwe Newspapers (1980) Limited,,2.4129,2.4129,0.0
99,,,,,,,,
100,Zimplow Holdings Limited,Zimplow Holdings Limited,Zimplow Holdings Limited,,,17.05,17.0,2900.0
101,,,,,,,,
102,Zimre Holdings Limited,Zimre Holdings Limited,Zimre Holdings Limited,,,4.0199,4.0199,166033400.0
103,,,,,,,,174530500.0
104,,,,,,,,
105,,,,,,,,174530500.0
